,pearson correlation coefficient,rxnName,subsystem,p_value
r_3099,0.14758577542597934,"PG phospholipase C (1-16:1, 2-16:1), mitochondrial membrane",Glycerophospholipid metabolism,3.1575404452792765e-05
r_0361,0.14733258035348396,dolichyl-phosphate D-mannosyltransferase,N-glycan biosynthesis,3.2588937118336056e-05
r_2079,0.14639485361043159,trehalose transporter,"Transport [c, e]",3.6617841310966164e-05
r_0492,0.14554693269131674,glycerol-3-phosphate dehydrogenase (NAD),Glycerophospholipid metabolism,4.0663312401160984e-05
r_0195,0.14202252688623906,"alpha,alpha-trehalose-phosphate synthase (UDP-forming)",Starch and sucrose metabolism,6.247147491591258e-05
r_1051,0.14202252688623904,trehalose-phosphatase,Starch and sucrose metabolism,6.247147491591258e-05
r_1023,0.14191894416327794,succinate-semialdehyde dehydrogenase (NADP),"Alanine, aspartate and glutamate metabolism",6.325532159655924e-05
r_0002,0.1392265053475804,(R)-lactate:ferricytochrome-c 2-oxidoreductase,Pyruvate metabolism,8.720731998843236e-05
r_1072,0.12979897207894125,UMP kinase,Pyrimidine metabolism,0.00025654426074581225
r_1002,0.12920347105595256,spermine synthase,Arginine and proline metabolism,0.0002739933245435241
r_0001,0.12769967926331807,(R)-lactate:ferricytochrome-c 2-oxidoreductase,Pyruvate metabolism,0.0003231231081781339
r_1805,0.12742452361430817,"glucose transport, vacuolar","Transport [c, v]",0.00033295904784452556
r_1224,0.12615791719168817,L-valine transport,"Transport [c, e]",0.0003819495473964192
r_1264,0.12533510375948986,succinate transport,"Transport [c, m]",0.00041729330002009357
r_2118,0.12475244200862182,tryptophan transaminase,"Phenylalanine, tyrosine and tryptophan biosynthesis",0.0004441401009183601
r_4591,0.1234785789257435,Zn(2+) transport,"Transport [c, e]",0.0005085351740589711
r_2155,0.12347535427049147,elongase I (3-oxopalmitoyl-CoA),Biosynthesis of unsaturated fatty acids,0.0005087086818079636
r_2169,0.1227149059606609,B-hydroxyacyl-CoA dehydratase (trans-hexadec-2-enoyl-CoA),Biosynthesis of unsaturated fatty acids,0.0005511993947788184
r_1074,0.12140831835516024,uracil phosphoribosyltransferase,Pyrimidine metabolism,0.0006319948074164554
r_0152,0.11931106380280686,adenylosuccinate lyase,Purine metabolism,0.000784989413542946
r_2867,0.11892808742807282,"PI 4-P 5-kinase (1-18:1, 2-18:1), nucleus",Inositol phosphate metabolism,0.0008163881959984017
r_1194,0.11853070830070982,L-glutamate transport,"Transport [c, m]",0.0008501941836203653
r_1129,0.11731250756218048,coenzyme A transport,"Transport [c, m]",0.0009620729233080536
r_2159,0.11398571721589776,elongase II or III (3-oxotetracosanoyl-CoA),Biosynthesis of unsaturated fatty acids,0.001340602159456817
r_0244,0.11369087309703624,C-s24 sterol reductase,Steroid biosynthesis,0.0013800414932513764
r_0674,0.11284730626587301,L-alanine transaminase,"Alanine, aspartate and glutamate metabolism",0.0014988540557112026
r_0075,0.11265071408076748,5'-methylthioadenosine phosphorylase,Cysteine and methionine metabolism,0.001527861977366175
r_1077,0.11041449258683618,uridine kinase (ATP:uridine),Pyrimidine metabolism,0.001896155652376914
r_4469,0.10996837709469637,L-Citrulline transport in via proton symport,"Transport [c, e]",0.0019787280254616015
r_3229,0.10979850589696555,"DGPP phosphatase (1-16:1, 2-18:1), vacuolar membrane",Glycerolipid metabolism,0.002011026483610774
r_0139,0.10918341099376114,adenine phosphoribosyltransferase,Purine metabolism,0.002132059084419386
r_0464,0.10806304873971587,"glucan 1,4-alpha-glucosidase, vacuole",Starch and sucrose metabolism,0.002369783320139739
r_3098,0.10720598407367782,"PG phospholipase C (1-16:0, 2-16:1), mitochondrial membrane",Glycerophospholipid metabolism,0.002567727542509225
r_0362,0.10683502894137395,dolichyl-phosphate-mannose--protein mannosyltransferase,N-glycan biosynthesis,0.002657990349855436
r_0231,0.10621191601065737,C-14 sterol reductase,Steroid biosynthesis,0.0028161457045261227
r_2168,0.10569221569177874,B-hydroxyacyl-CoA dehydratase (trans-tetradec-2-enoyl-CoA),Biosynthesis of unsaturated fatty acids,0.0029545622587720203
r_0469,0.10561901188241354,glutamate decarboxylase,"Alanine, aspartate and glutamate metabolism",0.002974549508432734
r_0442,0.10316367904096803,FMN reductase,Riboflavin metabolism,0.003720587163294558
r_4588,0.10210346591544442,chloride transport,"Transport [c, e]",0.004092297757545877
r_0005,0.10207000469188783,"1,3-beta-glucan synthase",Starch and sucrose metabolism,0.0041045585976682356
r_0773,0.10165680695731114,NADH:ubiquinone oxidoreductase,Oxidative phosphorylation,0.0042587285134256326
r_2862,0.10165234113865863,"PI 4-P 5-kinase (1-18:0, 2-16:1), nucleus",Inositol phosphate metabolism,0.00426042302942118
r_0679,0.10037281044272273,L-asparaginase,"Alanine, aspartate and glutamate metabolism",0.004771834542754421
r_3604,0.0996366299138861,"H2O transport, cytoplasm-cell envelope","Transport [c, ce]",0.0050906055800671295
r_0038,0.09954590648280318,"3,4-dihydroxy-2-butanone-4-phosphate synthase",Riboflavin metabolism,0.005131190955194556
r_2154,0.09897677495774979,elongase I (3-oxotetradecanoyl-CoA),Biosynthesis of unsaturated fatty acids,0.005392520521151706
r_0466,0.09869410870777387,glucose 6-phosphate dehydrogenase,Pentose phosphate pathway,0.005526719781977014
r_0670,0.09861494019990563,kynureninase,Tryptophan metabolism,0.005564841453937113
r_0992,0.09828119084443779,serine O-acetyltransferase,Cysteine and methionine metabolism,0.005728167197934356
r_1199,0.09821892135299996,L-glutamine transport,"Transport [c, e]",0.005759113104380907
r_2160,0.09697919110300643,elongase III (3-oxohexacosanoyl-CoA),Biosynthesis of unsaturated fatty acids,0.006407362927616817
r_1218,0.0966221300911701,L-threonine transport,"Transport [c, e]",0.006605851086969904
r_2180,0.09570654764731479,trans-2-enoyl-CoA reductase (n-C24:0CoA),Biosynthesis of unsaturated fatty acids,0.0071402688566592435
r_0147,0.09517439804288151,adenylate cyclase,Purine metabolism,0.007468385124163708
r_2822,0.09378931740143648,"phosphatidylinositol 4-kinase (1-18:0, 2-16:1), cell envelope",Inositol phosphate metabolism,0.008386563794047227
r_3258,0.09373215158752653,"lanosteryl ester hydrolase (16:1), lipid particle",Steroid biosynthesis,0.008426536963884497
r_2821,0.09351610126351514,"phosphatidylinositol 4-kinase (1-16:1, 2-16:1), cell envelope",Inositol phosphate metabolism,0.008579150461440258
r_0068,0.09350671315013459,4-aminobutyrate transaminase,"Alanine, aspartate and glutamate metabolism",0.008585837592094166
r_0723,0.09327424986034205,mannose-6-phosphate isomerase,Fructose and mannose metabolism,0.008752910864024788
r_0193,0.09292579083566979,"alpha,alpha-trehalase",Starch and sucrose metabolism,0.009008783865814132
r_0340,0.09275855632108308,dihydroceramidase,Sphingolipid metabolism,0.009133934985136235
r_1239,0.09265572041971733,oxaloacetate transport,"Transport [c, m]",0.00921165989387327
r_2166,0.09264990636194871,B-ketoacyl-CoA reductase (3-hydroxytetracosanoyl-CoA),Biosynthesis of unsaturated fatty acids,0.009216071790057402
r_2177,0.09259842582924524,trans-2-enoyl-CoA reductase (n-C18:0CoA),Biosynthesis of unsaturated fatty acids,0.009255219086384386
r_0671,0.09244338518260584,kynurenine 3-monooxygenase,Tryptophan metabolism,0.009374012713698846
r_3228,0.09130500485632008,"DGPP phosphatase (1-16:0, 2-18:1), vacuolar membrane",Glycerolipid metabolism,0.010288631001279074
r_1000,0.09081612040623685,fumarate reductase (FMN),Cellular response to anaerobic conditions,0.01070517246465965
r_2363,0.09071271521610932,"PA phosphatase (1-16:1, 2-18:1), Golgi membrane",Glycerolipid metabolism,0.010795170164698647
r_2190,0.09058111414644833,butyrate (n-C4:0) transport,"Transport [c, e]",0.010910678349825804
r_3106,0.08780860732764957,"PC phospholipase D (1-18:0, 2-16:1), cell envelope",Glycerophospholipid metabolism,0.013612659319402356
r_2157,0.08779887444603879,elongase II or III (3-oxoicosanoyl-CoA),Biosynthesis of unsaturated fatty acids,0.013623101076936591
r_0264,0.08768983532412698,ceramide-1 synthase (26C),Sphingolipid metabolism,0.013740565468071777
r_2158,0.08766196132226639,elongase II or III (3-oxodocosanoyl-CoA),Biosynthesis of unsaturated fatty acids,0.013770736160531344
r_3226,0.0873460535901631,"DGPP phosphatase (1-18:0, 2-16:1), vacuolar membrane",Glycerolipid metabolism,0.014116775853767678
r_0150,0.08712073412264261,adenylate kinase (GTP),Purine metabolism,0.014368244166269185
r_0227,0.08666512793888093,"ATPase, cytosolic","Transport [c, e]",0.014888800750336462
r_0023,0.08616476313583268,2-isopropylmalate hydratase,"Valine, leucine and isoleucine metabolism",0.015479539478812716
r_0060,0.08616476313583268,3-isopropylmalate dehydratase,"Valine, leucine and isoleucine metabolism",0.015479539478812716
r_0763,0.0860435677634169,N-formyltyrosine oxidase,Tryptophan metabolism,0.015625685186913325
r_0695,0.08555458809219321,L-tyrosine N-formyltransferase,Tryptophan metabolism,0.016227707646012203
r_0263,0.08542647295698419,ceramide-1 synthase (24C),Sphingolipid metabolism,0.016388765748023323
r_1262,0.08481086496563245,spermine transport,"Transport [c, e]",0.017182371187057868
r_0902,0.08385645886330018,phosphomannomutase,Fructose and mannose metabolism,0.018479272481685235
r_2859,0.08301784792403374,"phosphatidylinositol 3-kinase (1-18:1, 2-18:1), vacuolar membrane",Inositol phosphate metabolism,0.01968858812060519
r_0449,0.08298029543571325,fructose-bisphosphatase,Glycolysis / gluconeogenesis,0.019744318012948688
r_0145,0.08069575764366538,adenosylmethionine decarboxylase,Arginine and proline metabolism,0.023403748253588517
r_1213,0.08056850801237188,L-lysine transport,"Transport [c, e]",0.02362382397132952
r_0344,0.08018758853243425,dihydrofolate reductase,Folate biosynthesis,0.024293362198622718
r_2178,0.07997301127910272,trans-2-enoyl-CoA reductase (n-C20:0CoA),Biosynthesis of unsaturated fatty acids,0.02467770325421761
r_3100,0.07974980247951899,"PG phospholipase C (1-18:0, 2-16:1), mitochondrial membrane",Glycerophospholipid metabolism,0.025083072564526403
r_0454,0.07864670466032117,fumarate reductase,Citrate cycle (TCA cycle),0.027171955361340084
r_2857,0.07852236420940448,"phosphatidylinositol 3-kinase (1-16:1, 2-18:1), vacuolar membrane",Inositol phosphate metabolism,0.02741655430984161
r_2367,0.07768098204879065,"PA phosphatase (1-18:1, 2-18:1), Golgi membrane",Glycerolipid metabolism,0.029122045169838916
r_0848,0.07710184464271536,peroxisomal acyl-CoA thioesterase,Biosynthesis of unsaturated fatty acids,0.03034823375470111
r_2866,0.07685470638014605,"PI 4-P 5-kinase (1-18:0, 2-18:1), nucleus",Inositol phosphate metabolism,0.030884817439534074
r_2163,0.07676186143778749,B-ketoacyl-CoA reductase (3-hydroxyoctadecanoyl-CoA),Biosynthesis of unsaturated fatty acids,0.03108849150446175
r_3032,0.07605320116051631,"LPC phospholipase B (18:0), ER membrane",Glycerophospholipid metabolism,0.03268132098997614
r_3102,0.07585600443365072,"PG phospholipase C (1-16:0, 2-18:1), mitochondrial membrane",Glycerophospholipid metabolism,0.03313676926192464
r_3104,0.07546101595121085,"PC phospholipase D (1-16:0, 2-16:1), cell envelope",Glycerophospholipid metabolism,0.03406536375264395
r_2864,0.07488794715873391,"PI 4-P 5-kinase (1-16:0, 2-18:1), nucleus",Inositol phosphate metabolism,0.03545203299643832
r_0341,0.07463009461739846,dihydroceramidase,Sphingolipid metabolism,0.03609147746918962
r_2179,0.07436356911976813,trans-2-enoyl-CoA reductase (n-C22:0CoA),Biosynthesis of unsaturated fatty acids,0.03676271836638608
r_0913,0.07393126030621658,phosphoribosylanthranilate isomerase,"Phenylalanine, tyrosine and tryptophan biosynthesis",0.037874045468663055
r_3101,0.07344548422456762,"PG phospholipase C (1-18:1, 2-16:1), mitochondrial membrane",Glycerophospholipid metabolism,0.03915672332939273
r_2836,0.0730030107280426,"phosphatidylinositol 4-kinase (1-16:0, 2-16:1), Golgi membrane",Inositol phosphate metabolism,0.04035692091259672
r_2861,0.07268307023757306,"PI 4-P 5-kinase (1-16:1, 2-16:1), nucleus",Inositol phosphate metabolism,0.04124402134994099
r_4162,0.07249382381621486,Probable vacuolar amino acid transporter YPQ3 (PQ-loop repeat-containing protein 3) (Protein RTC2) (Restriction of telomere capping protein 2),"Transport [c, v]",0.04177646448992987
r_0073,0.07210767371034793,4PP-IP5 depyrophosphorylation to IP6,Inositol phosphate metabolism,0.04288092392793153
r_0562,0.07137520132622155,hypoxanthine phosphoribosyltransferase (Hypoxanthine),Purine metabolism,0.04504367367701096
r_0237,0.07127463406692304,C-3 sterol keto reductase (zymosterol),Steroid biosynthesis,0.045347663244389866
r_0236,0.07127463406690449,C-3 sterol keto reductase (4-methylzymosterol),Steroid biosynthesis,0.04534766324444785
r_2852,0.07121441297575441,"phosphatidylinositol 3-kinase (1-16:0, 2-16:1), vacuolar membrane",Inositol phosphate metabolism,0.04553052132726403
r_0091,0.07117058154591721,6-phosphogluconolactonase,Pentose phosphate pathway,0.045664002722894496
r_2879,0.07070388665996001,"PI 3-P 5-kinase (1-18:1, 2-16:1), vacuolar membrane",Inositol phosphate metabolism,0.04710576297615624
r_0318,0.07061168249863994,cytosine deaminase,Pyrimidine metabolism,0.047395084373871035
r_3607,0.0705597382637644,"1-(sn-glycero-3-phospho)-1D-myo-inositol transport, cell envelope-cytoplasm","Transport [c, ce]",0.04755873253591157
r_1169,0.0705597382637644,glycero-3-phospho-1-inositol transport,"Transport [c, e]",0.04755873253591157
r_3225,0.07014937080331556,"DGPP phosphatase (1-16:1, 2-16:1), vacuolar membrane",Glycerolipid metabolism,0.048868320642520044
r_2428,-0.06996710722809091,"diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-18:1), lipid particle",Glycerolipid metabolism,0.049459587431265925
r_3188,-0.07089852179802174,"PI 3,5-P2 phosphatase (1-16:0, 2-18:1), cytoplasm",Inositol phosphate metabolism,0.04649989663569103
r_3466,-0.07096383281541027,"IPC synthase (PI (1-18:0, 2-18:1) ceramide-2 (C24))",Sphingoglycolipid metabolism,0.046298067135970025
r_2429,-0.07100096683286353,"diacylglycerol acyltransferase (1-18:0, 2-18:1, 3-18:1), lipid particle",Glycerolipid metabolism,0.046183641158077327
r_0107,-0.0715636501512242,acetyl-CoA C-acyltransferase (decanoyl-CoA),Fatty acid degradation,0.044478657175881266
r_2316,-0.07162892547445908,"glycerol-3-phosphate acyltransferase (16:0), lipid particle",Glycerolipid metabolism,0.04428434246711766
r_3124,-0.07169999332304429,"PI 3-P phosphatase (1-16:0, 2-18:1), cytoplasm",Inositol phosphate metabolism,0.04407359784983286
r_0342,-0.07188585802750005,dihydroceramidase,Sphingolipid metabolism,0.04352642593566595
r_2439,-0.07264677570637382,"CDP-diacylglycerol synthase (1-18:1, 2-18:1), ER membrane",Glycerophospholipid metabolism,0.04134568872666895
r_0470,-0.07308675136766547,glutamate dehydrogenase (NAD),"Alanine, aspartate and glutamate metabolism",0.04012741742598872
r_3458,-0.07368476071717651,"IPC synthase (PI (1-18:0, 2-18:1) ceramide-2' (C26))",Sphingoglycolipid metabolism,0.03852039145366562
r_0255,-0.07377221666704875,catalase,Glyoxylate and dicarboxylate metabolism,0.038290010500763486
r_0201,-0.07387253504116928,Aminobutyraldehyde dehydrogenase,Arginine and proline metabolism,0.03802718743754561
r_3136,-0.07397762853189294,"PI 3-P phosphatase (1-16:0, 2-16:1), Golgi membrane",Inositol phosphate metabolism,0.0377534980241968
r_2297,-0.07417429568799683,"delta3,delta2-enoyl-CoA isomerase (trans-dodec-3-enoyl-CoA)",Fatty acid degradation,0.03724582052888863
r_2296,-0.07417429568799683,"delta3,delta2-enoyl-CoA isomerase (trans-2,cis-5-dodecadienoyl-CoA)",Fatty acid degradation,0.03724582052888863
r_3310,-0.07463875623682116,"MAG lipase (1-18:0), lipid particle",Glycerolipid metabolism,0.03606983942487815
r_2477,-0.07578974956720483,"PS decarboxylase (1-16:1, 2-18:1), Golgi membrane",Glycerophospholipid metabolism,0.03329100433829743
r_3187,-0.07585360375030602,"PI 3,5-P2 phosphatase (1-18:1, 2-16:1), cytoplasm",Inositol phosphate metabolism,0.03314234714975003
r_2516,-0.07591480792977517,"DAG kinase (1-16:0, 2-18:1), ER membrane",Glycerophospholipid metabolism,0.033000391961090204
r_3205,-0.07612778540616831,"PI 4,5-P2 phosphatase (1-16:1, 2-18:1), cytoplasm",Inositol phosphate metabolism,0.032510460231169686
r_3117,-0.07666994780211901,"PI 3-P phosphatase (1-16:1, 2-18:1), cell envelope",Inositol phosphate metabolism,0.03129125477804375
r_3181,-0.07666994780211901,"PI 3,5-P2 phosphatase (1-16:1, 2-18:1), cell envelope",Inositol phosphate metabolism,0.03129125477804375
r_3123,-0.07679779256268107,"PI 3-P phosphatase (1-18:1, 2-16:1), cytoplasm",Inositol phosphate metabolism,0.03100953328357339
r_2380,-0.07701560485352033,"diacylglycerol acyltransferase (1-18:0, 2-16:1, 3-16:1), ER membrane",Glycerolipid metabolism,0.030534561432263827
r_3168,-0.07771609995347707,"PI 4-P phosphatase (1-16:0, 2-16:1), Golgi membrane",Inositol phosphate metabolism,0.02904907960896203
r_2544,-0.07848245470426977,"PGP phosphatase (1-18:0, 2-16:1), mitochondrial membrane",Glycerophospholipid metabolism,0.027495464019578798
r_2287,-0.07907743826277337,acetyl-CoA C-acyltransferase (icosanoyl-CoA),Fatty acid degradation,0.02633910825953224
r_2455,-0.07998178794890952,"PI synthase (1-16:1, 2-16:1), ER membrane",Inositol phosphate metabolism,0.024661880365545584
r_4224,-0.08003953276248334,Sodium transport ATPase 5 (EC 3.6.3.7),"Transport [c, e]",0.02455799454671973
r_2318,-0.08048402778785536,"glycerol-3-phosphate acyltransferase (18:0), lipid particle",Glycerolipid metabolism,0.023770918783740304
r_3137,-0.08051551416376562,"PI 3-P phosphatase (1-16:1, 2-16:1), Golgi membrane",Inositol phosphate metabolism,0.023716003066406418
r_0088,-0.08097456540440791,"5PP-IP5 pyrophosphorylation to 4,5-PP2-IP4",Inositol phosphate metabolism,0.02292775661329147
